"","bld_plt1_01_0_1.mzML","bld_plt1_01_120_1.mzML","bld_plt1_01_600_1.mzML","bld_plt1_01_720_1.mzML","bld_plt1_03_0_1.mzML","bld_plt1_03_480_1.mzML","bld_plt1_03_600_1.mzML","bld_plt1_04_240_1.mzML","bld_plt1_04_480_1.mzML","bld_plt1_04_600_1.mzML","bld_plt1_05_240_1.mzML","bld_plt1_05_480_1.mzML","bld_plt1_05_600_1.mzML","bld_plt1_07_120_1.mzML","bld_plt1_07_240_1.mzML","bld_plt1_07_600_1.mzML","bld_plt1_08_240_1.mzML","bld_plt1_08_600_1.mzML","bld_plt1_08_720_1.mzML","bld_plt1_10_0_1.mzML","bld_plt1_10_120_1.mzML","bld_plt1_10_600_1.mzML","bld_plt2_01_240_1.mzML","bld_plt2_01_480_1.mzML","bld_plt2_03_120_1.mzML","bld_plt2_03_240_1.mzML","bld_plt2_03_720_1.mzML","bld_plt2_04_0_1.mzML","bld_plt2_04_120_1.mzML","bld_plt2_04_720_1.mzML","bld_plt2_05_0_1.mzML","bld_plt2_05_120_1.mzML","bld_plt2_05_720_1.mzML","bld_plt2_07_0_1.mzML","bld_plt2_07_480_1.mzML","bld_plt2_07_720_1.mzML","bld_plt2_08_0_1.mzML","bld_plt2_08_120_1.mzML","bld_plt2_08_480_1.mzML","bld_plt2_10_240_1.mzML","bld_plt2_10_480_1.mzML","bld_plt2_10_720_1.mzML","skin_01_0_UB.mzML","skin_01_120_UB.mzML","skin_01_240_UB.mzML","skin_01_480_UB.mzML","skin_01_600_UB.mzML","skin_01_720_UB.mzML","skin_03_0_UB.mzML","skin_03_120_UB.mzML","skin_03_240_UB.mzML","skin_03_480_UB.mzML","skin_03_600_UB.mzML","skin_03_720_UB.mzML","skin_04_0_UB.mzML","skin_04_120_UB.mzML","skin_04_240_UB.mzML","skin_04_480_UB.mzML","skin_04_600_UB.mzML","skin_04_720_UB.mzML","skin_05_0_UB.mzML","skin_05_120_UB.mzML","skin_05_240_UB.mzML","skin_05_480_UB.mzML","skin_05_600_UB.mzML","skin_05_720_UB.mzML","skin_07_0_UB.mzML","skin_07_120_UB.mzML","skin_07_240_UB.mzML","skin_07_480_UB.mzML","skin_07_600_UB.mzML","skin_07_720_UB.mzML","skin_08_0_UB.mzML","skin_08_120_UB.mzML","skin_08_240_UB.mzML","skin_08_480_UB.mzML","skin_08_600_UB.mzML","skin_08_720_UB.mzML","skin_10_0_UB.mzML","skin_10_120_UB.mzML","skin_10_240_UB.mzML","skin_10_480_UB.mzML","skin_10_600_UB.mzML","skin_10_720_UB.mzML"
"X10332_526.315_5.61",282.67877,1844.474,701.53394,18.479897,125.43415,0,0,0,708.45276,184.13806,0,173.10263,61.271538,0,13.946686,14.644909,7017.584,0,0,0,0,384.79922,1924.0542,316.2962,0,0,26.081097,0,0,40.821697,0,0,0,0,0,0,1953.6661,73.16047,156.77417,0,0,2112.9749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X11000_526.432_5.847",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.521744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349965.8,401761.47,337595.44,421442.94,418223.9,433068.62,506039.22,619306.75,445579.3,569044.9,659425.9,613741.9,538540.06,510725.44,562791.94,561939.1,493311.16,569256.8,558367.25,487126.62,551779.1,572954.3,451042.1,360892.8,105148.38,228011.03,152011.9,204989.02,158072.45,211904.08,194495.1,300588.56,182314.47,188158.48,352206.28,279107.1,457012.03,227801.92,211078.08,197495.03,284873.44,321629.6
"X9927_526.432_5.368",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,731.2759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240247.06,14370.159,28724.28,30903.434,197003.69,135132.89
"X11828_526.433_6.138",3006.3103,1172.0454,1244.4147,2288.1,1310.689,1223.0339,365.63632,812.0636,1448.3191,4329.773,0,0,1646.8694,1281.3046,315.13873,969.8385,3905.7263,2521.7954,841.2993,487.67975,781.0049,2140.4177,5329.274,2454.7412,4026.4272,588.392,3868.7498,321.20996,1404.2307,2162.0718,0,1941.8143,524.51,716.86035,322.691,1123.8973,3607.983,3820.972,5953.2725,1894.0082,1450.3209,4506.7964,22036.88,12769.808,13455.704,22845.197,23355.24,34626.34,1908753.2,270901.34,953885.1,529498.94,803607.94,379699,1102078.6,423864.3,139940.81,110035.25,136158.83,86684.05,708105.8,122103.77,125931.93,159598.67,122385.625,69367.375,13705.913,21583.996,22574.71,35090.9,29272.857,24272.756,128486.28,1141268.2,581600,620476.75,2624581.2,1015744.9,109401.61,40919.6,38120.895,9663.646,83636.664,50466.984
"X11637_526.433_6.099",3006.3103,1172.0454,1244.4147,2288.1,1310.689,1356.5698,365.63632,812.0636,1448.3191,4327.8716,0,0,3406.7856,1324.2863,315.13873,988.7776,3831.466,2600.782,928.74994,487.67975,795.2108,2140.4177,6130.1807,2535.0125,4094.0571,754.0575,4981.1655,321.20996,1409.7655,2162.0718,0,2530.236,794.0557,922.3464,572.2011,1123.8973,3628.2144,3931.8254,5956.443,2269.3447,1776.1953,4528.3774,12220.465,8126.3174,6916.0186,10834.841,11974.122,13828.459,717284.75,20135.844,27009.373,17746.275,32176.744,11319.33,491961.28,18945.164,7909.799,7612.445,11991.893,8090.5034,27122.594,10963.984,9188.806,11186.551,51478.39,5915.659,11530.539,11565.341,12078.446,17507.82,9793.732,12958.042,57136.53,551979.7,25973.229,20781.695,2296135.2,49016.42,20834.34,12698.253,10489.09,36142.53,14242.047,11837.068
"X13228_526.887_6.752",0,0,0,1086.0621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.639435,0,39.5822,114.11888,419.62326,397.3092,894.2494,892.8625,0,0,95.90298,0,0,0,0,0,0,0,0,0,0,0,0,0,10514.125,0,84.308624,170.51291,54.24758,12.532533,0,0,0,0,0,809.346,1703.4714,1164.1769,857.52997,709.1706,1908.5751,1307.7094
"X1786_527.174_2.511",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15906.948,16519.139,15365.089,16847.58,18273.215,14725.755,13863.33,13471.92,12518.771,11553.99,11153.941,13010.687,15312.05,12716.36,14469.601,18175.947,15439.392,14010.272,15624.496,13385.3545,12595.966,14247.404,13975.369,15110.719,18478.805,14573.624,12159.083,12195.831,15980.123,20069.896,19011.453,15832.05,20032.197,17879.41,16497.287,19291.998,14546.741,15114.668,15802.935,19030.605,15645.896,18371.293
"X1304_527.174_2.324",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11463.461,11705.184,6037.745,11986.574,13541.695,13587.025,15520.763,29173.236,19815.32,23594.123,32345.043,25985.633,14345.956,13269.573,18115.094,25888.883,24106.52,19927.553,16644.682,15962.414,13662.947,24470.512,20080.656,28701.965,11782.191,25080.592,12967.967,17431.232,9880.903,15368.821,12115.268,16942.537,11367.232,12898.754,22252.562,12233.266,10528.816,9575.654,7516.915,14981.007,13645.933,9621.508
"X3494_527.176_3.093",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167210.12,186636.23,187854.58,222912.03,228889.61,216820.69,286283.06,388501.34,321455.38,371797.3,448875.25,339924.56,211180.52,283457.56,333949.38,324062.62,257645.19,375253.72,281431.94,268063.75,308618.28,366193.66,291172.47,343716.5,137217.72,303690.22,249387.11,331658.16,227663.55,296807.03,263959.25,372996.84,246747.16,301704.38,255558.17,426471.22,280638.28,213282.55,221139.19,273049.38,267101.47,271419.3
"X2677_527.246_2.819",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12975.905,15262.971,15884.055,16291.89,16887.709,15221.131,11223.637,15860.852,16540.572,13863.365,16264.043,19581.902,14500.463,12312.916,13259.71,20411.004,12661.719,13651.444,15620.137,14872.855,13460.16,12193.399,12272.543,23334.799,13088.275,16870.318,14198.993,16551.895,13993.623,17265.799,17870.928,16793.186,15884.28,18695.188,16141.811,17931.365,17840.135,12684.134,14561.427,13436.534,16037.629,15738.711
"X6940_527.322_4.175",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9204.798,25283.217,7130.422,6473.2437,16679.965,26944.455,3904.857,45242.617,32358.91,49680.07,46545.79,48046.836,28825.809,32549.574,38651.91,36077.074,35403.77,37707.89,32069.172,11292.167,29836.654,27758.213,32435.027,40052.36,1103.3162,26279.006,10575.168,23547.35,9038.957,20008.197,16935.744,19779.773,6351.533,9693.624,5957.7695,8167.7495,4800.6753,4041.62,9622.689,29029.057,8383.335,7061.0845
"X8755_527.322_4.802",0,0,0,98.9106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7372.549,8935.756,5866.369,9137.945,8483.594,13988,3516.4946,32946.516,9546.912,22177.865,39281.117,33890.77,10123.652,12270.352,17239.611,36469.23,16797.762,33235.906,12262.509,13698.704,18582.89,23367.129,18588.975,16030.655,3711.229,9130.912,7111.718,8175.498,6529.558,17546.363,13979.495,19400.691,8131.304,7299.891,9712.326,10657.84,6379.169,10445.122,14933.641,20314.87,18480.326,24747.357
"X14351_527.403_7.318",648.4569,209.11267,272.85092,13971.633,343.3214,153.25903,54.688824,82.09589,165.65967,649.54803,176.68979,125.74361,850.50964,510.5071,57.945004,101.060104,799.1387,155.44354,63.238598,143.89952,42.192955,432.72238,2120.4033,184.45512,1024.324,59.866722,2377.7844,95.91263,79.18676,500.29913,189.53459,2270.995,41.755066,159.69669,51.86054,341.74445,1006.31287,949.7579,921.38855,94.920265,49.97885,1119.1953,52.36413,135.1473,556.2455,103.126236,284.8513,747.0633,3006.378,2038.3527,1012.9385,872.5297,731.13666,545.6588,280.34753,170.24863,22.02433,78.64022,45.75267,126.43263,1897.6389,233.28152,442.2067,385.81693,321.66986,393.55368,10829.665,85.89173,1101.122,542.30597,749.86505,495.16998,205.07445,203.5629,187.84418,908.1684,541.2228,2932.6018,1131.4668,6793.9414,7087.77,3287.788,3946.3765,5126.519
"X2736_528.208_2.846",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20496.771,22772.82,23155.54,22215.613,26462.963,21288.283,17736.996,31163.77,29911.676,37148.543,34563.324,32600.457,21255.42,35250.47,29530.904,28346.906,28319.375,28795.812,25186.578,30726.838,36146.332,30989.174,27218.771,28855.033,16060.242,21542.973,25216.566,19658.219,19445.39,29260.064,22464.418,27234.941,28114.943,23021.346,19185.844,25511.646,25174.258,23577.434,17831.025,22120.434,22749.84,23035.752
"X9290_528.309_5.097",2095.5073,3762.1167,3174.1086,1995.8103,2110.0571,910.12854,1401.6268,1814.4836,3225.3745,1499.8191,2506.1396,7703.1216,3255.7583,2217.519,2304.0938,2022.9512,3578.2258,3405.9424,1123.7394,1057.3865,296.15573,2424.582,4744.63,3006.7546,3095.7297,0,4042.6885,342.3106,207.0823,4072.4548,4327.518,6274.9136,20.105324,2248.8914,2210.6018,1937.9249,9155.616,4796.4126,4588.772,980.7755,0,6830.598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208.12274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X10900_528.358_5.812",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6028.4624,6911.933,6397.3223,8270.5,7217.585,8738.852,8368.259,12368.875,8365.705,10118.321,13285.115,12843.866,10571.939,9298,11707.973,14087.462,10001.577,14340.521,10665.601,7970.514,10079.546,11945.241,8613.292,5004.566,1737.5977,3427.5107,2717.2996,3017.958,3840.691,5621.5874,3792.1223,4024.4265,2926.9678,4825.9106,2057.511,4444.314,2939.5774,2680.7207,1610.2668,4383.273,3211.155,3014.7717
"X12611_528.393_6.47",0,0,0,286.36234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5375.042,3619.5742,4243.5483,12085.622,8639.286,10321.233,10026.965,5139.903,8658.018,4030.5198,8640.36,4295.718,21456.053,8275.366,4992.9795,5563.4067,3001.6377,4337.2397,21750.533,4612.929,6818.5312,11118.549,11855.175,8289.307,558.65607,6266.0713,2296.7808,8545.159,3151.3262,967.66907,7461.7676,40092.637,9793.543,9162.812,19842.666,21607.518,15487.856,7168.4995,5311.0117,4767.084,12155.319,6357.1143
"X14075_528.426_7.158",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8143.794,888.31824,12474.036,10512.003,2490.6162,9598.505,7545.643,3185.1562,4744.113,5380.9546,6174.187,12482.8955,2760.117,9667.997,9176.698,7713.8013,10047.591,10434.712,8534.089,8376.34,12511.186,5717.9985,3142.8613,4434.0117,2896.919,405.761,5224.438,578.54095,6519.1743,8963.791,8261.15,6660.7114,17189.377,8859.647,1913.9224,12685.967,9985.229,12919.491,18796.707,11494.801,4377.951,13864.727
"X11923_528.874_6.22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18218.975,22042.297,16534.521,27420.588,25639.383,22381.986,26779.953,34399.99,20810.252,30144.92,42705.05,28840.598,26518.203,31981.77,27089.514,33660.305,29831.375,37098.297,35624.176,24296.482,27010.715,36866.574,22626.152,16814.264,5142.126,9224.537,8145.0996,7513.1787,7190.401,10287.647,8947.091,11516.373,6735.5977,7546.913,8714.498,10908.847,6827.5537,6335.9927,6970.3667,9668.404,8027.8096,9034.198
"X1084_529.189_2.178",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22209.502,50803.258,34488.895,48293.55,32260.691,29004.186,46030.44,31067.348,44090.703,51794.625,37254.727,37299.38,43633.684,40003.07,49669.113,57326.61,48264.32,55177.773,28838.646,42513.65,44868.504,32435.719,49057.32,54913.75,35209.355,36890.133,43828.844,27385.861,44177.203,59061.82,43472.03,33686.51,37186.645,39265.543,33687.11,45305.16,31251.262,36042.93,40469.38,45803.027,28156.578,46319.06
"X13349_529.278_6.797",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2796.3318,0,4160.2227,145.93362,0,0,673.357,0,3588.8604,451.15057,0,2004.436,0,24673.553,13570.117,0,1264.9725,0,0,2627.682,7972.2207,0,1086.0819,0,8869.783,0,11824.889,0,6443.176,14.691479,0,0,3015.0955,0,0,0,501.2789,1226.0105,515.00934,0,0,0
"X12530_529.279_6.443",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2639.4084,10000.128,6839.3374,89588.97,100246.87,117097.39,69266.78,52478.438,14584.24,30590.637,120254.7,38554.06,154318.95,5288.5044,11002.953,69708.01,93977.97,33123.363,116417.734,1581.8556,5683.003,53617.645,61905.223,69824.5,0,23631.533,3625.1453,63551.61,79093.016,117655.305,7471.322,27976.408,381.9817,22054.414,83396.42,151797.42,6118.2456,2798.4006,2531.5886,6865.9385,15952.544,13018.98
"X11228_529.333_5.943",0,0,0,11122.7,0,0,0,0,0,0,0,0,0,0,0,33.80632,0,0,0,0,0,50.649,3660.7495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.216343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X11823_529.35_6.174",0,0,0,0,0,0,0,0,0,31.422985,0,0,14.629385,42.868195,0,0,0,0,0,0,0,0,72.80734,130.57544,90.524414,0,77.44732,23.537508,13.3043,435.56738,296.3283,296.22104,0,195.89958,218.02785,278.9151,370.10535,482.8647,0,88.01097,0,99.66013,5179.973,8072.774,6235.4805,10524.25,14641.593,13859.853,31501.758,19296.16,12016.121,17183.299,19459.541,14654.814,54792.26,20935.627,12446.496,16049.698,15187.248,22856.13,13173.287,5865.643,10472.928,11590.996,7409.765,6550.1084,3861.9224,8981.1045,10327.4375,48625.96,14511.102,15988.014,7863.19,11922.642,8607.468,10368.622,10650.619,13344.436,8174.4805,9591.129,9721.048,12539.477,10160.976,12139.069
"X7119_529.352_4.24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8233.705,5491.2393,10183.398,11986.507,6358.3887,5222.068,7960.2573,7554.1484,6276.6255,7323.617,7002.431,13555.707,6673.8994,6799.1914,8806.599,9704.151,6119.024,5528.343,6694.1216,8029.6284,5344.9165,7964.75,10810.155,11572.878,7109.8115,7161.966,9160.147,5786.8276,9570.058,13449.915,6967.5654,8357.807,6007.974,6853.3184,6939.992,7325.245,12887.034,11440.635,12089.249,6616.247,7108.214,8490.685
"X10389_529.383_5.628",495.93484,0,256.90103,360.4281,0,271.76727,0,441.7306,20.417833,147.19913,391.97278,392.32892,198.21396,363.24048,514.71875,21.82093,231.2518,159.55403,21.482128,3314.8625,434.29498,553.6131,100.15513,239.57816,0,112.79067,51.379227,142.85538,113.44749,0,35.916206,586.988,33.09937,44.566372,72.407425,188.20622,156.35393,354.42194,70.086334,192.87395,0,260.26273,4822.751,3911.6543,7254.417,14943.131,13322.994,11195.747,2922.7183,1445.6421,1275.6411,0,644.49927,0,8253.626,3176.8835,2437.3394,2249.2744,1704.3458,1778.6368,4634.5615,945.4448,354.86478,2518.5898,746.46405,536.3697,7850.8384,6936.441,3481.331,8261.826,2539.7263,2309.6113,3335.815,15063.932,2527.1206,2426.1104,14262.428,9780.544,4742.3076,2394.241,1132.9966,1083.2527,5380.096,2309.095
"X9881_529.384_5.386",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341.29205,1400.7585,360.5262,1009.3152,911.2344,553.4917,397.43158,1121.1794,519.2387,1432.2301,1368.6436,1129.5422,540.2411,860.36816,1454.7876,1036.1814,683.5232,1050.461,866.06995,1434.1971,992.2634,643.3855,534.30145,2301.6765,36542.26,1237.7225,872.92334,533.6609,290.44327,406.81763,1318.9761,1398.2732,962.181,199.19435,2577.65,2081.635,0,336.51862,312.7343,629.77997,374.35284,0
"X13073_529.39_6.666",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13517.57,14135.542,12961.592,15742.57,13811.194,13879.353,12981.604,18942.604,15068.932,15394.96,16342.153,16191.507,13777.646,15500.945,15226.41,16457.17,14394.985,15992.726,16749.377,15613.668,16837.588,17854.293,10423.531,9732.199,3598.5479,3849.2532,5933.6895,4227.0244,4704.504,4080.8953,2879.1917,6804.767,5449.619,5369.428,4430.6016,5750.8115,3480.3586,2845.7495,3636.7202,5379.728,4716.421,6034.7754
"X13984_529.407_7.077",0,0,0,18.555687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.45947,440.92535,406.9004,1161.2987,1526.614,1724.9563,6366.675,5642.752,1460.279,1138.0216,3218.712,1534.8805,16591.234,4663.8306,1117.6514,469.6409,794.78656,1124.0114,3886.0564,412.188,167.95845,458.52066,251.93588,176.16006,1920.808,262.52878,704.5913,1145.1569,545.6598,1307.3993,509.55804,428.6896,297.17642,408.007,3923.4087,19490.645,1249.5183,1713.3489,2607.0676,5836.054,11226.293,8289.248
"X10457_529.862_5.649",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4354.7876,6767.75,4732.0215,6934.331,7659.2666,6709.21,6257.527,13856.108,8903.029,11185.724,13044.915,8951.941,8130.968,10788.0205,11103.0625,12097.969,9185.802,12497.449,11759.807,8383.462,9478.709,17359.51,8141.638,7503.5923,1151.214,4108.9053,2162.0378,1792.3354,2010.3119,3741.6252,2689.3616,2584.7507,2594.3337,2022.8289,2108.773,2903.0874,1478.4729,1852.9532,2329.7856,2947.989,1776.0303,3100.0046
"X14372_529.881_7.319",109.02049,0,16.447691,5267.1353,60.021477,0,0,0,0,121.9858,0,0,404.41983,49.570255,0,0,129.48285,0,0,0,0,0,103.820496,66.87033,314.3615,12.523642,550.0513,9.741976,13.250427,0,0,857.4821,0,0,0,30.134123,0,55.876724,255.55019,0,0,0,0,44.20178,0,50.94561,50.167427,269.46234,548.6474,1015.6475,53.87648,185.97653,417.06113,45.563232,52.648617,13.649324,0,0,0,16.200655,318.8302,23.606018,32.831573,74.0411,12.745367,30.937115,2794.7485,59.94577,274.79767,218.56714,57.21302,131.0274,45.868088,0,21.781393,42.161057,136.4881,1934.4252,435.08008,381.73428,497.73904,1060.9388,1457.0367,1356.4825
"X14112_530.338_7.207",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.09697,0,0,0,8748.866,128.62175,87.92989,0,29.708847,0,0,0,0,0,0,0,0,206.70943,66.55635,93.59359,70.15978,30.017643,0,289.82745,0,37.171707,819.99,195.69417,0,0,0,0,0,0
"X11446_530.379_6.024",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85242.375,76654.3,68793.58,84609.83,88335.55,69633.3,83272.37,118225.805,83421.61,109649.61,109228.84,107307.23,73244.125,97764.22,102168.68,102958.414,90326.48,100998.92,97545.85,99057.91,96430.57,124436.18,70915.33,72372.88,14638.862,38646.023,31455.848,24638.887,27844.15,34346.29,30384.812,34127.805,30067.037,26660.082,31752.79,31804.387,26875.012,25679.035,22910.143,31885.883,25949.207,28012.201
"X13347_530.383_6.807",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6229.353,8518.53,7003.863,8252.684,8101.515,8658.81,5225.6216,8455.684,4514.91,3520.4583,11175.857,9618.978,4520.873,9824.455,7727.1426,6116.3657,5190.7505,12121.58,8233.39,5942.3965,8475.01,5932.5874,3038.054,3035.198,3183.2563,620.21893,5052.568,1718.8458,4807.283,6879.34,6266.7705,12259.727,11535.7,4286.418,4048.6616,11649.657,6872.581,9490.239,8784.781,12901.419,8865.257,13103.197
"X12995_530.442_6.621",643.11523,938.2563,612.7074,395.3091,452.23514,229.79956,94.723015,4118.097,5407.874,4062.687,640.68994,1137.8601,891.05286,1031.6691,361.10815,898.50464,852.48914,1109.1494,566.2368,536.2605,164.55963,448.13983,1944.538,521.94653,645.1654,0,1514.2914,3701.3113,524.39026,18320.648,851.72144,1561.0266,0,1570.2891,1815.0377,1713.9783,7961.322,4488.773,1176.8181,842.9941,0,1937.4111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.577507,0,47.82785,0,0,0,21.622335,0,26.197647,0,0,0
"X1197_531.184_2.26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3910.3987,5095.0913,4039.1335,6356.471,4363.91,7609.4355,2240.1467,8269.189,3055.5059,6554.2803,6784.9883,5388.0034,5752.849,5160.3877,6460.0596,7970.6426,6547.249,7987.132,5028.173,4496.864,3581.7856,6099.5703,6381.651,8165.526,2970.153,6286.7104,5254.779,4676.8486,5004.8247,5599.1064,4634.6807,6966.8364,5601.189,3970.9114,4541.404,5689.272,5535.203,4813.0107,4214.5674,5426.0483,5905.68,6989.3887
"X7775_531.221_4.421",4127.6885,4232.7017,2668.7197,3366.546,22606.887,24822.521,20346.953,1929.5994,1434.987,1101.354,121.02738,318.94293,436.8615,791.0292,48660.484,750.3559,1956.4475,2537.8625,1869.9261,4845.456,4723.283,3003.2656,5378.1943,4327.629,23386.414,20211.654,37484.652,912.3395,1772.7241,3910.0083,506.48947,494.7505,157.42938,162.18442,605.0802,960.9874,4700.594,3814.9797,3123.3398,5717.3794,2146.0156,6404.3643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X8605_531.221_4.736",398.1438,515.59375,241.69484,322.18848,2011.9592,2349.8074,1980.3397,413.28766,283.17514,159.91272,0,0,0,0,8659.132,0,227.26161,205.40291,134.32365,1336.7955,741.4599,987.2977,699.3694,475.45978,2878.645,1113.3197,3987.6992,182.69196,252.0894,0,0,0,0,0,0,0,301.57706,274.12802,326.3794,1631.6849,175.173,1947.2767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X2666_531.295_2.815",0,0,0,0,0,0,0,0,0,138.64558,0,0,0,0,0,0,11561.626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X10448_531.355_5.639",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5291.4556,6293.5283,5774.21,10167.535,5782.177,10239.279,0,0,0,0,0,0,1812.301,5747.9434,5906.9546,6030.5474,6203.227,8320.9795,5005.3423,4633.361,8313.68,10188.873,5935.462,3837.4626,4266.1313,0,6002.799,0,3758.6013,4298.2603,6653.785,8401.441,8490.128,6022.923,1854.5692,12126.746,10177.876,12028.32,11187.228,14101.948,13128.82,15032.955
