"","bld_plt1_01_0_1.mzML","bld_plt1_01_120_1.mzML","bld_plt1_01_600_1.mzML","bld_plt1_01_720_1.mzML","bld_plt1_03_0_1.mzML","bld_plt1_03_480_1.mzML","bld_plt1_03_600_1.mzML","bld_plt1_04_240_1.mzML","bld_plt1_04_480_1.mzML","bld_plt1_04_600_1.mzML","bld_plt1_05_240_1.mzML","bld_plt1_05_480_1.mzML","bld_plt1_05_600_1.mzML","bld_plt1_07_120_1.mzML","bld_plt1_07_240_1.mzML","bld_plt1_07_600_1.mzML","bld_plt1_08_240_1.mzML","bld_plt1_08_600_1.mzML","bld_plt1_08_720_1.mzML","bld_plt1_10_0_1.mzML","bld_plt1_10_120_1.mzML","bld_plt1_10_600_1.mzML","bld_plt2_01_240_1.mzML","bld_plt2_01_480_1.mzML","bld_plt2_03_120_1.mzML","bld_plt2_03_240_1.mzML","bld_plt2_03_720_1.mzML","bld_plt2_04_0_1.mzML","bld_plt2_04_120_1.mzML","bld_plt2_04_720_1.mzML","bld_plt2_05_0_1.mzML","bld_plt2_05_120_1.mzML","bld_plt2_05_720_1.mzML","bld_plt2_07_0_1.mzML","bld_plt2_07_480_1.mzML","bld_plt2_07_720_1.mzML","bld_plt2_08_0_1.mzML","bld_plt2_08_120_1.mzML","bld_plt2_08_480_1.mzML","bld_plt2_10_240_1.mzML","bld_plt2_10_480_1.mzML","bld_plt2_10_720_1.mzML","skin_01_0_UB.mzML","skin_01_120_UB.mzML","skin_01_240_UB.mzML","skin_01_480_UB.mzML","skin_01_600_UB.mzML","skin_01_720_UB.mzML","skin_03_0_UB.mzML","skin_03_120_UB.mzML","skin_03_240_UB.mzML","skin_03_480_UB.mzML","skin_03_600_UB.mzML","skin_03_720_UB.mzML","skin_04_0_UB.mzML","skin_04_120_UB.mzML","skin_04_240_UB.mzML","skin_04_480_UB.mzML","skin_04_600_UB.mzML","skin_04_720_UB.mzML","skin_05_0_UB.mzML","skin_05_120_UB.mzML","skin_05_240_UB.mzML","skin_05_480_UB.mzML","skin_05_600_UB.mzML","skin_05_720_UB.mzML","skin_07_0_UB.mzML","skin_07_120_UB.mzML","skin_07_240_UB.mzML","skin_07_480_UB.mzML","skin_07_600_UB.mzML","skin_07_720_UB.mzML","skin_08_0_UB.mzML","skin_08_120_UB.mzML","skin_08_240_UB.mzML","skin_08_480_UB.mzML","skin_08_600_UB.mzML","skin_08_720_UB.mzML","skin_10_0_UB.mzML","skin_10_120_UB.mzML","skin_10_240_UB.mzML","skin_10_480_UB.mzML","skin_10_600_UB.mzML","skin_10_720_UB.mzML"
"X14031_521.42_7.142",18191.71,22247.896,14636.422,2678.063,13760.135,1395.4999,2378.596,3898.519,26820.568,5810.417,31190.234,46252.51,33201.19,2188.0066,1095.3331,2917.8386,15982.529,18213.246,2624.0437,3117.3967,139.22388,21823.066,65896.55,10181.891,13039.047,0,37250.93,403.99207,23.621037,68482.96,24507.268,42009.164,0,4754.6113,11227.595,6403.534,57684.098,49226.277,18831.934,14412.371,31.604729,63535.5,0,0,0,0,0,20.117044,0,0,0,46.578102,13.639248,26.254866,27.50302,89.321915,98.47905,102.63908,51.960693,34.329353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250.61398,111.51865,0,130.85931,0,0,0,0,0,29.378128
"X13320_521.421_6.808",77802.93,93565.32,58514.3,40012.293,52167.527,27222.275,27900.795,46843.336,72015.27,78295.336,93542.16,156862.6,144500.67,41107.76,22620.402,40352.035,57783.25,53198.58,23602.982,43400.215,10293.122,63438.027,164987.78,62090.453,87631.555,327.20038,155296.64,36700.508,3731.3513,236851.81,123106.71,195690.72,956.6937,68552.77,77522.19,68009.11,309075.2,207879.06,71535.83,68437.914,1696.0573,194028.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.30586,0,0,0,0,0,0,0,0,0,0,0,0,47.72483,0,0,0,0,0,0,0,52.54241,0,170.01463,0
"X13158_521.421_6.732",19611.88,25498.902,18821.795,10142.039,9934.059,2610.5776,20871.516,20104.379,27917.03,20647.574,28379.94,39719.285,41347.47,11418.049,10121.284,17857.621,13450.441,10938.782,4166.54,9545.843,2398.6814,16589.943,44638.867,22146.607,21351.113,25.488525,34054.78,15412.948,3083.6265,70498.88,23886.82,49260.113,855.13885,26550.107,24473.781,25034.531,55615.375,41140.805,13319.457,21585.898,279.39447,50602.324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X11588_521.421_6.072",3443.3677,3517.5942,2540.0237,2117.7532,1695.5769,1718.114,1656.1743,3589.4226,3786.1038,3810.6187,4539.4165,6439.8286,6665.1567,4363.665,1826.841,4624.658,1834.5094,3122.102,1196.4221,2518.1472,1693.6077,2156.5742,5388.4424,3695.4258,2503.7793,380.07462,4110.5386,3948.3457,2108.5852,7319.646,5630.5576,7792.1113,1145.5315,5273.2397,5912.742,5874.9897,6131.229,5653.622,2946.0947,3481.853,133.04227,4721.815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X11444_521.866_6.024",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26430.049,28047.172,22296.129,33854.31,33178.82,29450.252,33425.02,49761.57,34520.316,46555.914,47571.105,43158.98,35631.96,40334.188,36563.797,48257.824,39151.8,46644.76,38477.06,33036.863,35628.21,51392.293,27687.166,25733.986,5188.8745,14338.402,11917.939,9040.518,9261.838,14040.4,11133.306,11941.197,10215.715,10387.308,11429.441,13801.05,9548.756,6920.464,8226.288,11049.357,10472.41,10448.297
"X14153_521.883_7.207",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,506.91803,1433.6523,631.49634,2017.415,1619.2673,1750.8665,133080.25,64743.68,74759.805,39340.406,47425.402,20789.984,1512781.1,250913.28,118600.195,74732.74,110256.83,40806.86,83897.23,26926.113,28166.691,37786.387,33976.71,35044.44,42197.92,311284.88,148626.89,337430.6,112305.31,96543.03,44789.273,135728.16,61496.277,110973.164,555861.3,271690.22,252.64159,127.85193,166.46275,637.462,413.77454,625.1587
"X6703_521.967_4.075",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27476.887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X1305_522.218_2.325",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7236.6035,6982.86,4389.064,6821.4365,6984.7354,5323.5947,7790.051,14382.974,11163.3,11091.413,15249.419,10076.82,7441.0615,9405.736,10116.53,13320.156,11929.206,10583.355,9230.769,9676.471,8509.332,11434.1,9904.91,13916.518,11269.07,12357.715,9727.151,7912.044,7494.577,10107.717,7436.76,10593.18,9572.537,9758.849,8562.691,5645.264,7409.024,4427.6035,6216.086,9918.589,9666.822,9828.813
"X6301_522.285_3.976",0,0,3448.868,2535.6772,449.47754,1216.6965,846.4432,464.80145,1278.153,878.1982,0,0,130.77286,0,1336.8536,821.08075,624.20734,364.91693,70.2099,553.28064,554.0339,332.0064,1922.6598,5200.952,0,574.3178,0,0,0,0,0,0,0,0,0,0,0,0,133.52306,851.92303,652.5314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401.4522,0,0,0,0,0,0,0,0,396.69702,0,0,0,0,0,460.7129,0,0,0
"X9604_522.354_5.3",0,4758.4155,75.050514,0,0,0,0,0,0,30.494234,233.09825,80353.086,7126.943,0,13.754102,0,726.6722,23.266502,0,0,0,2037.3209,7842.504,138.5093,270.88913,0,1101.0624,0,0,6369.2993,1497.0936,771.6554,0,232.03282,42.482437,36.57483,7706.802,505.95703,590.5524,0,0,45150.242,265.56757,3234.7524,203.49718,2692.8674,3797.313,1676.4158,0,967.4225,1349.9581,2256.59,1878.0862,905.8485,550.50214,1528.9403,1095.6641,2639.0168,2162.8765,6491.9683,2971.7646,848.02344,2218.5444,2391.5073,1032.715,2881.7004,615.41925,282.83813,961.2679,0,338.22443,2414.0227,2582.7544,2904.5215,2828.3677,2625.12,1047.0957,4960.3965,2689.3801,2970.7478,2885.5823,4223.298,2852.0474,5415.2754
"X12612_522.383_6.462",0,0,0,0,0,0,0,0,0,0,157.40152,0,88.56906,0,0,0,174.06769,0,0,0,0,0,30.52152,0,0,0,0,0,0,0,0,0,0,0,0,0,25.25153,0,109.93473,0,0,86.887146,33643.242,36984.336,30504.38,34312.496,36436.41,30585.264,29995.924,50309.48,32635.422,35114.08,37419.49,35529.594,8499.832,29215.75,30808.11,30450.627,26882.223,28678.914,36424.293,44155.414,46341.21,44945.04,30265.422,21404.627,1356.4265,13903.363,14378.716,11118.931,12581.759,14978.534,13514.209,19817.014,15379.535,13068.405,11671.545,13893.941,13849.499,14052.746,12979.817,15282.588,13549.973,12505.651
"X11780_522.436_6.156",259.97482,555.53864,161.86928,730.67377,545.0735,66.840576,33.052605,248.58377,200.08131,98.05553,127.25667,430.15967,350.85388,0,58.44663,30.084095,161.2685,176.33083,379.20758,274.50665,62.7302,91.270485,782.6994,303.80762,266.52826,0,26.223854,308.95102,141.61049,399.995,1018.082,34.26037,0,392.76,96.556206,111.9064,90.45881,69.74457,119.402954,318.55667,0,97.36415,0,0,87.58092,1408.4463,1357.7529,1126.8457,13353.702,4394.2188,7315.24,4595.914,6168.9346,1765.9055,13322.188,5710.3076,1647.0255,1458.5039,1599.2062,944.0058,55245.848,12416.544,11718.527,22550.41,19084.242,8012.537,4911.5923,38478.965,19436.555,41253.43,18816.275,16391.795,2841.469,12081.246,8535.145,10838.344,40563.64,22105.318,910.86755,312.40088,312.20624,483.33438,1224.0043,1345.4855
"X14621_522.473_7.706",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247.39987,325.9479,362.9622,123.952156,508.3107,106.05733,0,0,0,0,0,0,43.6131,0,0,0,0,0,0,0,101.563965,14.652908,121.52052,86.11266,0,0,12.17544,18.481716,0,54.383186,2025.6199,6355.075,7074.863,1711.0944,1610.6976,1360.9061
"X11298_522.871_6.01",0,0,28.44138,0,0,0,0,0,54.18495,0,0,0,20.423933,34.73038,59.561226,354.2855,68.22362,0,16.331453,0,0,0,0,0,16.491295,46.556873,143.24371,0,0,0,0,39.257496,0,0,0,0,0,214.51633,0,0,13.364161,0,5294.7827,5123.527,3531.979,5311.913,6998.381,6871.2754,6862.686,8659.603,2885.203,8450.396,9695.116,7855.0117,2960.253,3559.1165,0,7850.1006,7361.663,8871.273,9090.3125,5130.3906,6682.091,10775.133,4918.653,4065.061,40740.33,2173.3147,1776.6617,1819.801,2286.9836,3251.4812,2303.0144,2267.8953,762.156,1210.6531,1821.7854,3008.5974,1273.8724,1602.7498,1748.6282,2402.8767,1380.098,1930.5673
"X6529_523.289_3.997",612.4829,718.18335,880.003,745.1131,575.1648,350.54272,297.30017,2037.4226,1169.3702,595.5116,237.28339,0,355.5461,922.4364,819.35284,1016.31146,388.22632,945.89136,708.79486,424.51407,451.1173,137.52261,2255.7205,851.66516,331.43988,324.65762,698.71216,1737.4525,558.2653,0,114.47611,142.98526,0,457.16797,1375.5187,1175.7567,821.87427,2621.9905,1471.034,915.781,419.33575,0,3383.704,2641.6794,2782.1135,4599.4214,7782.489,5281.826,1974.7738,9513.257,7579.4795,3806.2437,5717.305,7017.378,2341.3296,5528.7637,5918.043,4733.874,5519.0674,8434.403,2645.3032,6191.911,5636.5967,3402.092,4577.8164,41109.594,1189.114,5827.05,4186.8735,3360.2844,3875.7192,18632.277,12757.147,8316.82,3403.6726,4282.435,1744.9818,5507.584,7227.2725,1849.0875,4523.173,6181.9893,3984.9756,4338.385
"X13651_523.361_6.911",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.79651,0,0,0,0,74.39066,14761.358,31278.219,40956.227,29952.467,1183.333,38470.83,9360.88,10528.555,18490.39,24394.209,29195.293,11068.975,29430.986,33603.266,47938.12,44656.934,36582.89,82146.91,24750.057,18183.678,42515.824,22235.072,25396.824,18504.578,5230.6934,1395.5385,17211.309,3228.8464,40313.637,60968.19,55398.723,56772.242,82917.19,75752.78,10541.054,40922.953,40217.98,68078.12,78877.47,79363.66,48364.81,85091.984
"X10983_523.371_5.837",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.696728,0,0,0,0,68756.78,71448.195,67342.6,82302.76,90305.48,82424.78,55708.617,113600.9,82264.14,95800.04,98688.54,94130.54,66179.28,88073.8,126228.945,99999.38,95010.39,104044.47,117809.04,109041.53,144270.56,111378.945,80856.945,72207.945,17098.139,37796.062,29936.5,28415.41,27656.031,40671.703,32118.307,33223.91,28843.287,30202.523,24776.094,34315.25,26197.885,25439.873,26890.986,29596.895,27081.285,35367.223
"X12663_523.421_6.484",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4977.8086,3767.6538,5144.7725,12556.939,13612.908,13189.828,146441.06,21597.54,81669.05,29291.654,81597.31,31977.928,655421.56,167413.14,55097.27,48848.19,52553.605,32109.334,106417.15,16719.525,17455.44,23603.787,14445.575,10236.344,7271.7476,6252.407,12948.708,14757.47,11989.432,5944.9746,6857.8765,83846.016,41854.434,46167.74,239949.17,99241.5,14942.803,7851.805,6334.227,9365.708,26690.617,12302.294
"X14266_523.436_7.266",1447.7388,3362.0422,785.4241,1509.531,1701.9609,523.23474,341.01642,854.0602,3008.6047,1864.7809,2159.8218,4897.002,1720.596,554.5034,25.395283,137.0189,1170.7034,596.1517,208.8393,398.88156,0,3852.1528,30396.531,1349.0701,4908.743,0,23054.441,82.39989,0,18171.889,2991.7815,9265.24,0,1235.3019,847.5395,577.5924,26244.914,16018.974,2472.8857,478.59534,0,21320.545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X13993_523.436_7.013",3885.9219,5775.7554,2979.831,1884.5813,3892.8076,1751.1086,2000.7037,7076.508,12439.066,5017.2983,11940.523,16356.497,14708.49,2178.7568,965.12103,1972.163,4073.7515,4291.135,1265.1311,985.5215,85.39163,3649.8916,24287.174,4086.3103,5815.259,0,20205.43,1397.9105,18.65451,48381.668,11150.48,24838.191,0,3532.9495,3358.4893,2500.761,34367.176,22788.299,8787.364,2519.039,0,23305.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.435963,0,0,0,0,0,0,0,0,0
"X10006_523.806_5.399",0,0,0,6101.5396,0,0,0,0,0,0,0,0,0,60.377552,0,0,0,0,0,0,0,0,3026.5564,0,0,0,0,0,0,0,0,0,0,0,0,0,118.021904,0,0,0,0,100.09898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X1052_524.234_2.151",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34238.895,42512.836,37039.543,39648.867,45061.953,38068.8,38626.832,55047.742,51163.336,48060.8,58128.76,49805.133,38828.215,43968.88,48579.656,51211.812,44450.367,50954.203,41296.492,46766.49,46459.11,48343.855,49374.344,49504.215,33696.617,38068.01,40483.95,27629.81,42148.156,47641.195,38582.164,40074.855,38855.312,36031.785,43856.754,40489.395,39397.707,37991.906,31232.379,39373.06,34664.684,40651.883
"X6923_524.25_4.173",1346.7141,612.5026,1068.9568,1140.0682,5569.999,5445.3643,5520.045,738.0175,621.1466,817.3942,0,0,307.26923,176.41455,23250.895,187.47357,1589.7684,1473.889,373.6969,3483.4275,3329.4294,2783.4387,1626.648,1087.9946,6493.7354,4826.728,8418.239,0,526.9462,0,94.46887,254.5398,0,0,0,0,1168.191,1528.6418,1614.0546,3361.5564,1544.4415,3073.9988,0,0,0,0,0,0,249.05875,0,0,0,0,0,0,0,431.46646,0,0,0,0,0,218.31898,0,0,329.51376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X14154_524.361_7.21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.21465,11.188828,100.07767,12.338757,53.779427,8894.71,12289.728,8784.71,4013.361,7888.9385,2454.4937,259105.36,19191.426,15045.173,6644.642,10188.616,5749.2964,7136.5454,3033.9695,1658.2192,1636.7522,3221.7534,1191.335,3176.89,48961.97,17280.254,54184.844,14010.434,14497.261,6778.4634,16612.576,5574.72,15516.4795,89365.78,43068.016,16.005653,0,0,58.91496,21.379498,69.56925
"X10626_524.369_5.705",0,1238.6619,0,0,0,0,0,0,0,0,300.90988,16412.965,1722.4829,12.756433,0,0,0,0,0,0,0,413.53317,929.34436,0,0,0,326.3022,0,0,8098.9795,349.67215,213.44008,0,20.864765,18.919678,12.343992,1428.6754,35.734,65.72165,0,0,18380.441,0,386.29053,0,0,0,723.02563,0,0,0,0,0,0,0,0,0,0,0,570.23975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464.6554,0,0,202.68457,0,0,312.3789
"X12691_524.371_6.489",417.48645,0,112.981964,804.0222,0,322.6749,0,582.979,208.06918,295.16223,187.19992,727.91174,326.87357,285.33173,457.02972,0,25.84546,0,198.393,3262.9792,263.28284,516.35236,164.1857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486.3584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7709.713,0,0,0,0,0,0,0,0,0,0,0,31033.588,24222.488,25273.547,11921.404,34127.664,15040.395
"X13710_524.452_6.929",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.928629,13.333324,233.49805,442.1246,312.61655,987.52655,12203.669,2482.398,4255.5015,2162.884,4926.1987,4537.6646,34159.703,27682.473,4468.268,828.81134,3972.959,1582.6959,18054.871,451.79764,3618.8582,2851.8884,493.22775,1028.5032,2456.9653,1264.2368,3143.6394,2853.6648,3489.292,2244.7727,1782.1068,14449.235,1822.4276,4124.197,36243.5,20263.586,769.54236,557.89655,619.48126,764.89185,2907.263,1704.4194
"X13990_524.453_7.081",0,0,0,362.42603,0,0,0,0,0,0,0,0,0,0,0,0,234.99849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1197.3381,2467.3547,4322.079,8973.874,6242.4023,7714.774,32803.7,14342.661,6376.2114,6400.261,10171.949,9389.022,114834.836,22409.408,6525.9824,4295.736,5701.83,4915.0376,16843.375,1240.9912,2930.2253,3106.152,1715.8214,724.2057,6129.763,719.63666,5139.3994,3372.5212,6932.312,6791.7686,1401.1565,2590.6697,3347.6958,5776.96,12456.362,22689.283,11330.225,13691.069,12507.54,20682.314,32891.44,25870.088
"X12745_524.453_6.505",0,0,0,40.588856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,548.42957,188.28972,59.42975,0,154.41315,0,0,61.69074,0,0,0,0,0,0,409.248,94.45209,0,0,0,320.98917,4421.958,2534.9683,5682.4478,7373.365,5453.3794,7870.1445,100916.18,11524.215,80636.77,25889.494,36299.312,31838.05,230775.17,141592.23,47923.562,27350.371,35028.24,19352.912,61010.383,17035.713,23992.557,15908.709,16308.921,7924.678,11070.769,3770.4973,12780.307,7644.715,10357.417,5977.192,4413.593,42635.273,43324.766,21417.486,141162.97,95462.75,15899.342,7561.3438,5543.9316,6225.0986,17519.871,11848.232
"X12615_524.86_6.47",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12816.135,17825.045,11531.092,15125.843,14303.183,12833.98,10185.726,23180.61,11814.748,9743.241,14191.145,10334.662,5699.742,9133.895,10266.291,14323.995,9491.963,10990.788,16432.291,17516.6,16335.839,20476.104,13742.454,11567.013,0,7272.1504,5430.5137,5450.436,3795.7488,4813.8447,6427.852,4279.1143,5774.75,4583.042,3913.6064,5946.2896,6380.2144,5000.768,5448.6597,6862.2397,5248.8906,5577.089
"X14117_524.907_7.204",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8378.491,603.3894,401.9659,486.91553,125.40383,318.58777,23744.82,7423.938,1959.4314,1998.2394,2208.6423,486.24942,2180.8364,76.92036,68.857704,98.32562,326.3684,117.98087,514.6613,2800.1504,563.37317,3139.8005,1382.1288,782.69885,229.19249,279.0625,1204.5471,610.40924,8660.437,6587.0386,0,0,0,0,0,0
"X9224_525.174_5.055",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9450.546,12282.305,9625.795,10742.44,13668.118,13133.098,6730.4717,12937.659,9485.844,10357.397,14616.086,13156.54,7634.5137,8927.871,10775.602,13496.498,13188.209,17992.451,5727.544,9694.783,10853.9,12194.039,8787.751,6973.2065,1525.3984,2733.316,2874.6646,2953.2788,3366.9348,4079.0725,4744.434,4513.8315,3499.2354,4631.1294,2534.3447,3171.9844,2404.6028,2848.097,2034.929,4880.128,2554.88,2923.3743
"X12685_525.178_6.488",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14411.405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X9309_525.21_5.102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9030.17,9369.989,8545.2,11774.638,11063.949,10558.263,10894.902,16439.588,9709.345,14124.193,15655.696,17478.986,9502.33,11487.36,12805.627,16408.912,15939.439,17512.523,8873.662,11450.31,11096.162,12725.137,11983.995,8516.876,1370.3677,2774.8926,2742.513,1660.1327,1641.621,3298.853,2555.2341,2929.9102,2391.6323,2350.5415,2496.4202,2935.6055,1793.5383,660.4224,2558.7542,3750.1184,1107.5809,3272.7634
"X2699_525.233_2.837",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9348.71,9278.513,10034.407,11060.459,10356.034,10243.492,8661.011,11719.494,13456.419,15606.069,13494.676,16158.706,10932.588,14421.386,13399.896,14263.269,12806.936,10704.676,11519.365,13657.059,15654.363,11570.996,10698.006,14032.805,8218.348,11032.609,12293.806,10147.555,7589.851,13759.57,11470.318,10487.092,11628.619,12610.121,9706.445,12933.977,10439.304,9100.863,9542.022,11157.762,10371.576,11141.261
"X2066_525.289_2.611",21.77234,22.239716,0,0,28.290005,18.502094,0,71.59573,8.362406,16.283262,21.14146,36.039368,0,313.28424,23.362206,35.608376,82.66386,65.121445,26.049026,62.177933,9.585397,18.642776,273.7029,59.221092,44.337494,12.821133,23.179224,11.7681875,155.63779,17.461376,0,156.423,0,269.3638,85.48311,65.493546,114.494804,176.4933,39.95264,0,19.733353,106.07378,3676.569,4547.893,2268.564,6945.5938,6995.776,7102.0454,15027.956,8755.281,5116.1177,3278.5989,4710.3525,4853.054,7872.664,2686.004,1196.5513,2249.539,0,1026.1301,9403.277,2014.4597,1644.1445,9455.678,3297.0308,2223.9404,615173.1,22416.562,11527.989,25262.797,7717.2744,7524.4062,1448.7869,3782.633,0,0,26813.406,34944.434,4228.1,2466.8457,3348.1494,1013.1697,6269.083,3083.9229
"X1203_526.228_2.259",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7295.935,7520.9985,7849.8584,10005.011,8686.121,13871.332,8035.9585,15808.529,13334.339,14327.496,14293.421,12871.87,10408.157,12925.416,16655.355,13607.494,13558.177,14631.479,11650.849,13619.661,14210.55,13234.399,13936.815,14233.598,7232.429,12062.877,10552.864,7630.9907,8793.259,6921.3003,9575.537,11832.844,10181.652,10923.14,8012.604,9565.444,10416.452,8965.745,9573.005,10404.7,10430.17,12670.924
"X7779_526.265_4.42",20719.691,18901.709,13927.85,17181.58,87982.234,115990.52,88149.08,9039.033,7140.5664,7647.81,1310.7567,1617.8644,1894.3378,3652.8203,197059.38,3291.0403,14632.032,13641.975,8013.6265,24157.633,21510.164,14074.082,23494.398,14531.463,85282.96,92104.875,163235.64,6992.637,7130.3735,7101.291,1962.4849,2175.2551,1208.4696,3205.407,2745.9304,3766.1306,16212.99,16218.624,15045.859,23569.646,9446.769,27725.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371.09705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197.86444,0,0,0,0,0,0,0,0
"X8583_526.266_4.734",60.907574,0,41.029396,0,836.4851,884.92883,768.63617,68.46157,39.122795,115.37581,0,0,0,0,3302.5173,0,133.13889,29.060364,0,426.5738,244.54147,222.70126,140.20963,0,1117.6392,285.50974,2540.2666,0,0,0,0,0,0,0,0,0,68.77348,120.15216,105.974174,359.94223,49.885212,1044.2543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X9075_526.293_4.982",42255.25,73347.41,73442.29,38720.383,31426.025,17453.709,25864.58,18128.324,44737.996,12773.743,23762.727,6570.5684,32824.598,18885.77,15568.977,23916.38,22319.092,28329.047,18132.387,26678.654,19549.203,59177.703,7471.2993,46890.785,47043.11,1031.9005,64455.664,9692.031,4616.4937,4049.986,36928.09,42888.242,3114.5288,26604.838,25103.633,18144.22,47888.855,36298.64,27918.842,42124.836,1085.726,142734.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
